country_name,country_code,year,total_mortality
Austria,AUT,2018,44
Belgium,BEL,2003,
Belgium,BEL,2004,
Belgium,BEL,2005,
Belgium,BEL,2006,
Belgium,BEL,2007,
Belgium,BEL,2008,
Belgium,BEL,2009,
Belgium,BEL,2010,
Belgium,BEL,2011,
Belgium,BEL,2012,
Belgium,BEL,2013,
Belgium,BEL,2014,59
Belgium,BEL,2015,44
Belgium,BEL,2016,
Belgium,BEL,2017,
Belgium,BEL,2018,
France,FRA,2003,
France,FRA,2004,
France,FRA,2005,
France,FRA,2006,
France,FRA,2007,
France,FRA,2008,
France,FRA,2009,
France,FRA,2010,
France,FRA,2011,
France,FRA,2012,
France,FRA,2013,242
France,FRA,2014,219
France,FRA,2015,259
France,FRA,2016,266
France,FRA,2017,153
France,FRA,2018,198
Germany,DEU,2003,
Germany,DEU,2004,
Germany,DEU,2005,
Germany,DEU,2006,
Germany,DEU,2007,
Germany,DEU,2008,
Germany,DEU,2009,
Germany,DEU,2010,
Germany,DEU,2011,
Germany,DEU,2012,
Germany,DEU,2013,
Germany,DEU,2014,152
Germany,DEU,2015,146
Germany,DEU,2016,163
Germany,DEU,2017,173
Germany,DEU,2018,
Luxembourg,LUX,2003,
Luxembourg,LUX,2004,
Luxembourg,LUX,2005,
Luxembourg,LUX,2006,
Luxembourg,LUX,2007,
Luxembourg,LUX,2008,
Luxembourg,LUX,2009,
Luxembourg,LUX,2010,
Luxembourg,LUX,2011,
Luxembourg,LUX,2012,
Luxembourg,LUX,2013,
Luxembourg,LUX,2014,
Luxembourg,LUX,2015,
Luxembourg,LUX,2016,2
Luxembourg,LUX,2017,2
Luxembourg,LUX,2018,2
Netherlands,NLD,2003,
Netherlands,NLD,2004,
Netherlands,NLD,2005,
Netherlands,NLD,2006,
Netherlands,NLD,2007,
Netherlands,NLD,2008,
Netherlands,NLD,2009,
Netherlands,NLD,2010,
Netherlands,NLD,2011,
Netherlands,NLD,2012,25
Netherlands,NLD,2013,25
Netherlands,NLD,2014,39
Netherlands,NLD,2015,47
Netherlands,NLD,2016,30
Netherlands,NLD,2017,46
Netherlands,NLD,2018,41
Switzerland,CHE,2003,
Switzerland,CHE,2004,
Switzerland,CHE,2005,
Switzerland,CHE,2006,
Switzerland,CHE,2007,
Switzerland,CHE,2008,
Switzerland,CHE,2009,
Switzerland,CHE,2010,12
Switzerland,CHE,2011,10
Switzerland,CHE,2012,29
Switzerland,CHE,2013,10
Switzerland,CHE,2014,15
Switzerland,CHE,2015,24
Switzerland,CHE,2016,17
Switzerland,CHE,2017,18
Switzerland,CHE,2018,12
