"country_name","country_code","year","total","adults_male","adults_female","juvenile_male","juvenile_female","tot_juvenile","tot_male","tot_female"
"Spain","ESP",2015,61614,55103,4623,634,35,669,55737,4658
"Spain","ESP",2016,59589,53362,4349,609,41,650,53971,4390
"Spain","ESP",2017,58814,52604,4269,580,35,615,53184,4304
"Spain","ESP",2018,58883,0,0,0,0,0,0,0
"Austria","AUT",2003,7921,0,0,0,0,0,0,0
"Austria","AUT",2004,8642,0,0,0,0,0,0,0
"Austria","AUT",2005,8826,7605,424,166,15,181,7771,439
"Austria","AUT",2006,8751,7676,430,210,11,221,7886,441
"Austria","AUT",2007,8861,7511,423,137,5,142,7648,428
"Austria","AUT",2008,7886,6853,396,158,12,170,7011,408
"Austria","AUT",2009,8467,7453,460,172,14,186,7625,474
"Austria","AUT",2010,8569,7599,511,153,20,173,7752,531
"Austria","AUT",2011,8793,7734,538,148,15,163,7882,553
"Austria","AUT",2012,8738,8113,568,113,11,124,8226,579
"Austria","AUT",2013,8878,8221,538,97,6,103,8318,544
"Austria","AUT",2014,8809,8111,501,74,6,80,8185,507
"Austria","AUT",2015,9036,0,0,0,0,0,0,0
"Austria","AUT",2016,8619,8022,481,105,11,116,8127,492
"Austria","AUT",2017,8852,8202,508,132,10,142,8334,518
"Austria","AUT",2018,9099,0,0,0,0,0,0,0
"Belgium","BEL",2003,9646,0,0,0,0,0,0,0
"Belgium","BEL",2004,9896,0,0,0,0,0,0,0
"Belgium","BEL",2005,9974,0,0,0,0,0,0,0
"Belgium","BEL",2006,10437,0,0,0,0,0,0,0
"Belgium","BEL",2007,0,0,0,0,0,0,0,0
"Belgium","BEL",2008,0,0,0,0,0,0,0,0
"Belgium","BEL",2009,0,0,0,0,0,0,0,0
"Belgium","BEL",2010,10535,0,0,0,0,0,0,0
"Belgium","BEL",2011,10973,0,0,0,0,0,0,0
"Belgium","BEL",2012,11330,0,0,0,0,0,0,0
"Belgium","BEL",2013,11644,0,0,0,0,0,0,0
"Belgium","BEL",2014,11578,0,0,0,0,0,0,0
"Belgium","BEL",2015,11040,10345,525,10,4,14,10355,529
"Belgium","BEL",2016,10619,0,0,0,0,0,0,0
"Belgium","BEL",2017,10471,0,0,0,0,0,0,0
"Belgium","BEL",2018,0,0,0,0,0,0,0,0
"France","FRA",2003,59246,0,0,0,0,0,0,0
"France","FRA",2004,59197,0,0,0,0,0,0,0
"France","FRA",2005,59522,0,0,0,0,0,0,0
"France","FRA",2006,60403,56250,2152,0,0,0,56250,2152
"France","FRA",2007,64003,58106,2246,700,24,724,58806,2270
"France","FRA",2008,66178,59484,2093,651,24,675,60135,2117
"France","FRA",2009,66089,58288,2021,647,22,669,58935,2043
"France","FRA",2010,66975,57929,1927,671,17,692,58600,1944
"France","FRA",2011,73780,61908,2167,679,33,712,62587,2200
"France","FRA",2012,76798,63668,2180,689,35,724,64357,2215
"France","FRA",2013,77883,64213,2131,701,30,731,64914,2161
"France","FRA",2014,77291,63493,2073,669,35,704,64162,2108
"France","FRA",2015,66678,63851,2119,680,28,708,64531,2147
"France","FRA",2016,68432,65442,2232,725,33,758,66167,2265
"France","FRA",2017,68974,65839,2363,742,30,772,66581,2393
"France","FRA",2018,70059,0,0,0,0,0,0,0
"Germany","DEU",2003,79153,0,0,0,0,0,0,0
"Germany","DEU",2004,79452,0,0,0,0,0,0,0
"Germany","DEU",2005,78664,0,0,0,0,0,0,0
"Germany","DEU",2006,76629,0,0,0,0,0,0,0
"Germany","DEU",2007,72656,0,0,0,0,0,0,0
"Germany","DEU",2008,72259,69863,3930,0,0,0,69863,3930
"Germany","DEU",2009,70817,68438,3857,0,0,0,68438,3857
"Germany","DEU",2010,69385,66982,3845,0,0,0,66982,3845
"Germany","DEU",2011,68099,65616,3927,0,0,0,65616,3927
"Germany","DEU",2012,65902,64590,3943,0,0,0,64590,3943
"Germany","DEU",2013,62632,62424,3797,0,0,0,62424,3797
"Germany","DEU",2014,61872,59589,3639,0,0,0,59589,3639
"Germany","DEU",2015,61737,59411,3609,0,0,0,59411,3609
"Germany","DEU",2016,62865,0,0,0,0,0,0,0
"Germany","DEU",2017,64351,0,0,0,0,0,0,0
"Germany","DEU",2018,63643,0,0,0,0,0,0,0
"Luxembourg","LUX",2003,0,0,0,0,0,0,0,0
"Luxembourg","LUX",2004,0,0,0,0,0,0,0,0
"Luxembourg","LUX",2005,0,0,0,0,0,0,0,0
"Luxembourg","LUX",2006,0,695,32,8,0,8,703,32
"Luxembourg","LUX",2007,0,701,34,4,2,6,705,36
"Luxembourg","LUX",2008,0,725,32,3,2,5,728,34
"Luxembourg","LUX",2009,0,659,38,4,1,5,663,39
"Luxembourg","LUX",2010,0,651,23,6,1,7,657,24
"Luxembourg","LUX",2011,0,594,36,6,1,7,600,37
"Luxembourg","LUX",2012,0,634,31,1,0,1,635,31
"Luxembourg","LUX",2013,0,621,31,2,2,4,623,33
"Luxembourg","LUX",2014,0,597,25,3,1,4,600,26
"Luxembourg","LUX",2015,0,649,40,2,0,2,651,40
"Luxembourg","LUX",2016,0,681,36,7,0,7,688,36
"Luxembourg","LUX",2017,684,645,37,2,0,2,647,37
"Luxembourg","LUX",2018,656,0,0,0,0,0,0,0
"Netherlands","NLD",2003,13981,0,0,0,0,0,0,0
"Netherlands","NLD",2004,16454,0,0,0,0,0,0,0
"Netherlands","NLD",2005,17599,14338,868,0,0,0,14338,868
"Netherlands","NLD",2006,16230,12850,868,0,0,0,12850,868
"Netherlands","NLD",2007,14451,11956,813,0,0,0,11956,813
"Netherlands","NLD",2008,13530,12877,940,763,30,793,13640,970
"Netherlands","NLD",2009,13262,12794,896,646,28,674,13440,924
"Netherlands","NLD",2010,13293,12841,872,631,24,655,13472,896
"Netherlands","NLD",2011,12737,12631,789,524,25,549,13155,814
"Netherlands","NLD",2012,12112,12216,712,527,18,545,12743,730
"Netherlands","NLD",2013,11167,11575,673,456,17,473,12031,690
"Netherlands","NLD",2014,10361,10811,662,452,9,461,11263,671
"Netherlands","NLD",2015,9143,9950,489,401,10,411,10351,499
"Netherlands","NLD",2016,9123,9614,566,407,14,421,10021,580
"Netherlands","NLD",2017,9549,9876,578,402,18,420,10278,596
"Netherlands","NLD",2018,9972,0,0,0,0,0,0,0
"Switzerland","CHE",2003,4816,0,289,0,0,0,0,289
"Switzerland","CHE",2004,5469,0,357,0,0,0,0,357
"Switzerland","CHE",2005,5673,0,327,0,5,72,0,332
"Switzerland","CHE",2006,5526,5210,305,45,7,52,5255,312
"Switzerland","CHE",2007,5251,4941,280,51,3,54,4992,283
"Switzerland","CHE",2008,5199,4941,298,66,4,72,5007,302
"Switzerland","CHE",2009,5491,5206,345,53,1,54,5259,346
"Switzerland","CHE",2010,5665,5405,319,39,6,45,5444,325
"Switzerland","CHE",2011,5511,5298,301,26,3,29,5324,304
"Switzerland","CHE",2012,6001,5743,306,50,4,54,5793,310
"Switzerland","CHE",2013,6537,6275,347,27,3,30,6302,350
"Switzerland","CHE",2014,6414,6179,315,23,2,25,6202,317
"Switzerland","CHE",2015,6398,6124,355,18,1,19,6142,356
"Switzerland","CHE",2016,6447,6151,371,19,0,19,6170,371
"Switzerland","CHE",2017,6449,6156,371,37,0,37,6193,371
"Switzerland","CHE",2018,6507,0,0,0,0,0,0,0
