Region,Sub-region,country_name,Indicator,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Asia,Western Asia,Saudi Arabia,Total persons held,,,,,,,,,,,,,,,"68,056"
Europe,Eastern Europe,Bulgaria,Unsentenced Males,,,,,,,,,,,,,668,,
Europe,Eastern Europe,Bulgaria,Unsentenced Females,,,,,,,,,,,,,21,,
Europe,Eastern Europe,Bulgaria,Total unsentenced,"1,861","1,988","2,080","1,354",952,794,890,"1,059","1,099",927,774,669,689,587,639
Europe,Eastern Europe,Bulgaria,Total persons held,"10,066","10,871","11,436","11,058","10,271","9,408","9,006","9,379","9,885","9,493","8,834","7,870","7,408","7,345","6,988"
Europe,Eastern Europe,Czech Republic,Unsentenced Males,,,,,,,,,,,,,"1,814",,
Europe,Eastern Europe,Czech Republic,Unsentenced Females,,,,,,,,,,,,,146,,
Europe,Eastern Europe,Czech Republic,Total unsentenced,,"3,269","2,860","2,399","2,254","2,402","2,415","2,443","2,613","2,183","2,308","2,185","1,960","1,907","1,809"
Europe,Eastern Europe,Czech Republic,Total persons held,,"18,343","18,937","18,578","18,901","20,502","21,853","21,900","23,170","22,644","16,645","18,658","20,866","22,481","22,159"
Europe,Eastern Europe,Hungary,Unsentenced Males,,,,,,,,,,,,,"3,729",,
Europe,Eastern Europe,Hungary,Unsentenced Females,,,,,,,,,,,,,292,,
Europe,Eastern Europe,Hungary,Total unsentenced,,"4,079","3,970","3,786","3,824","4,353","4,493","4,803","4,875","4,888","5,053","4,400","4,021","3,622","3,401"
Europe,Eastern Europe,Hungary,Total persons held,"16,860","16,546","15,755","14,822","14,353","14,743","15,432","16,328","17,210","17,179","17,841","17,890","17,449","17,658","17,343"
Europe,Eastern Europe,Poland,Unsentenced Males,,,,,,,,,,,,,"3,959",,
Europe,Eastern Europe,Poland,Unsentenced Females,,,,,,,,,,,,,203,,
Europe,Eastern Europe,Poland,Total unsentenced,"18,240","15,055","13,793","14,834","11,903","9,395","9,976","8,811","8,507","7,354","6,858","6,238","4,162","5,396","7,239"
Europe,Eastern Europe,Poland,Total persons held,"79,281","80,368","84,875","90,529","89,648","84,978","85,749","82,372","82,832","85,459","80,165","79,345","72,695","72,209","74,480"
Europe,Eastern Europe,Romania,Unsentenced Males,,,,,,,,,,,,,"1,399",,
Europe,Eastern Europe,Romania,Unsentenced Females,,,,,,,,,,,,,86,,
Europe,Eastern Europe,Romania,Total unsentenced,"6,707","6,024","5,383","4,282","2,947","3,112","4,408","4,630","3,313","3,179","1,845","1,601","1,485","1,585","1,370"
Europe,Eastern Europe,Romania,Total persons held,"42,815","39,031","36,700","34,038","29,390","26,212","26,716","28,244","30,694","31,817","33,434","30,156","28,334","27,455","23,450"
Europe,Eastern Europe,Russian Federation,Unsentenced Males,,,,,,,,,,,,,"57,518",,
Europe,Eastern Europe,Russian Federation,Unsentenced Females,,,,,,,,,,,,,"4,819",,
Europe,Eastern Europe,Russian Federation,Total unsentenced,,"146,495","161,069","159,270","152,895","141,217","131,077","118,610","112,133","113,628","57,897","60,208","62,337","55,173","53,343"
Europe,Eastern Europe,Russian Federation,Total persons held,,"762,762","823,396","871,360","883,168","887,501","863,899","818,037","755,648","701,909","677,287","671,649","646,085","630,155","602,176"
Europe,Eastern Europe,Slovakia,Unsentenced Males,,,,,,,,,,,,,"1,280",,
Europe,Eastern Europe,Slovakia,Unsentenced Females,,,,,,,,,,,,,66,,
Europe,Eastern Europe,Slovakia,Total unsentenced,,"3,091","2,846","2,243","1,849","1,553","1,621","1,464","1,407","1,308","1,216","1,319","1,346","1,438","1,516"
Europe,Eastern Europe,Slovakia,Total persons held,"8,873","9,422","8,897","8,249","7,986","8,166","9,316","10,031","10,525","10,850","9,753","10,020","9,913","9,995","10,028"
Europe,Eastern Europe,Ukraine,Total unsentenced,"24,950","22,870","19,158","18,623","18,416","20,018","23,371","39,363","37,632",,,,,,"19,278"
Europe,Eastern Europe,Ukraine,Total persons held,"191,241","192,047","170,923","160,725","149,690","145,946","147,716","154,027","154,029",,,,,,"57,100"
Europe,Northern Europe,Denmark,Total unsentenced,"1,060","1,089","1,044","1,098","1,019","1,183","1,426","1,409","1,381","1,092","1,226","1,066",930,923,"1,275"
Europe,Northern Europe,Denmark,Total persons held,"3,641","3,767","4,041","3,932","3,624","3,451","3,721","3,944","3,947","3,829","4,091","3,583","3,203","3,408","3,418"
Europe,Northern Europe,Estonia,Total unsentenced,"1,355","1,096","1,024","1,045",916,990,836,744,772,754,684,713,699,,570
Europe,Northern Europe,Estonia,Total persons held,"4,576","4,565","4,410","4,310","3,456","3,656","3,555","3,393","3,400","3,286","3,112","3,034","2,823",,"2,723"
Europe,Northern Europe,Finland,Unsentenced Males,,,,,,,,,,,,,529,,
Europe,Northern Europe,Finland,Unsentenced Females,,,,,,,,,,,,,51,,
Europe,Northern Europe,Finland,Total unsentenced,478,494,516,439,501,573,574,568,585,631,554,629,580,604,615
Europe,Northern Europe,Finland,Total persons held,"3,641","3,704","3,867","3,851","3,625","3,530","3,589","3,364","3,268","3,306","3,295","3,148","3,135","3,156","3,082"
Europe,Northern Europe,Iceland,Unsentenced Males,,,,,,,,,,,,,13,,
Europe,Northern Europe,Iceland,Unsentenced Females,,,,,,,,,,,,,4,,
Europe,Northern Europe,Iceland,Total unsentenced,8,9,18,18,12,14,25,13,12,26,12,9,17,15,23
Europe,Northern Europe,Iceland,Total persons held,109,115,119,119,115,140,148,167,150,153,147,154,146,124,131
Europe,Northern Europe,Ireland,Total unsentenced,555,454,478,533,605,597,559,634,606,498,614,439,594,639,690
Europe,Northern Europe,Ireland,Total persons held,"3,234","3,162","3,022","3,080","3,253","3,484","3,868","4,318","4,216","4,287","4,088","3,777","3,755","3,716","3,680"
Europe,Northern Europe,Latvia,Total unsentenced,"3,505","3,269","2,662","2,199","1,710","1,742","2,000","2,031","2,035","1,921","1,523","1,469","1,389","1,277","1,051"
Europe,Northern Europe,Latvia,Total persons held,"8,305","8,231","7,646","6,965","6,548","6,548","7,055","6,780","6,561","6,117","5,136","4,745","4,409","4,243","3,765"
Europe,Northern Europe,Lithuania,Total unsentenced,"1,362","1,284","1,127",997,955,978,"1,208","1,196","1,347","1,179","1,118",868,712,602,611
Europe,Northern Europe,Lithuania,Total persons held,"8,063","8,125","8,137","8,079","7,866","8,000","8,655","9,139","9,920","9,729","9,261","8,636","7,355","6,815","6,599"
Europe,Northern Europe,Sweden,Unsentenced Males,,,,,,,,,,,,,"1,300",,
Europe,Northern Europe,Sweden,Unsentenced Females,,,,,,,,,,,,,99,,
Europe,Northern Europe,Sweden,Total unsentenced,"1,401","1,561","1,479","1,597","1,432","1,377","1,445","1,472","1,521","1,444","1,346","1,488","1,399","1,427","1,565"
Europe,Northern Europe,Sweden,Total persons held,"6,755","7,332","7,377","7,397","6,977","7,073","7,286","6,846","6,669","6,296","5,723","5,807","5,691","5,658","5,713"
Europe,Southern Europe,Albania,Total unsentenced,490,623,872,941,"1,765","1,947","1,628","1,885","1,850","1,756","1,975","2,924","2,945","2,980","2,374"
Europe,Southern Europe,Albania,Total persons held,"2,561","2,321","2,592","2,857","2,790","4,916","4,667","4,657","4,659","4,618","4,998","5,689","5,981","6,031","5,674"
Europe,Southern Europe,Croatia,Unsentenced Males,,,,,,,,,,,,,704,,
Europe,Southern Europe,Croatia,Unsentenced Females,,,,,,,,,,,,,25,,
Europe,Southern Europe,Croatia,Total unsentenced,912,909,"1,105","1,158","1,297","1,354","1,212","1,191",896,767,934,812,729,729,770
Europe,Southern Europe,Croatia,Total persons held,"2,805","3,029","3,485","3,833","4,290","4,734","4,891","5,165","5,084","4,741","4,352","3,763","3,341","3,108","3,108"
Europe,Southern Europe,Greece,Total unsentenced,,,"3,076","3,046","2,906","3,700","3,541","4,050","4,254","4,325","2,861","2,470","2,557","2,829","3,260"
Europe,Southern Europe,Greece,Total persons held,,,"9,871","10,280","11,255","12,315","11,364","12,349","12,479","12,475","12,693","11,798","9,611","9,560","10,011"
Europe,Southern Europe,Italy,Total unsentenced,"20,813","20,704","22,408","22,145","28,188","30,093","30,077","15,131","14,719","13,545","12,060","10,337","9,373","10,277","10,680"
Europe,Southern Europe,Italy,Total persons held,"54,993","56,903","60,415","39,794","49,697","59,284","65,598","69,263","68,325","67,102","63,848","54,745","53,410","55,978","59,038"
Europe,Southern Europe,Montenegro,Total unsentenced,229,300,352,411,431,568,685,405,338,360,304,239,298,311,309
Europe,Southern Europe,Montenegro,Total persons held,741,799,894,851,957,"1,216","1,499","1,457","1,328","1,331","1,064","1,123","1,131","1,123","1,119"
Europe,Southern Europe,North Macedonia,Total unsentenced,217,204,136,208,,673,955,,,,,,,254,253
Europe,Southern Europe,North Macedonia,Total persons held,"1,608","1,782","2,132","2,038",,,,,,,,,,"3,231","3,031"
Europe,Southern Europe,Portugal,Total unsentenced,"3,492","3,000","3,044","2,921","2,327","2,108","2,141","2,307","2,470","2,661","2,592","2,330","2,303","2,117","2,105"
Europe,Southern Europe,Portugal,Total persons held,"13,835","13,152","12,889","12,636","11,587","10,807","11,287","11,839","12,955","13,875","14,535","14,198","14,373","13,917","13,587"
Europe,Southern Europe,Serbia,Unsentenced Males,,,,,,,,,,,,,"1,468",,
Europe,Southern Europe,Serbia,Unsentenced Females,,,,,,,,,,,,,70,,
Europe,Southern Europe,Serbia,Total unsentenced,,,,,"2,235","2,436","2,693","3,332","3,160","2,532","1,894","1,593","1,538","1,732","1,616"
Europe,Southern Europe,Serbia,Total persons held,,,,,"9,043","9,701","10,975","11,211","11,070","10,226","10,031","10,288","10,064","10,672","10,807"
Europe,Southern Europe,Slovenia,Total unsentenced,250,295,269,271,263,224,285,91,89,78,66,55,171,135,274
Europe,Southern Europe,Slovenia,Total persons held,"1,070","1,085","1,132","1,301","1,336","1,318","1,365","1,351","1,273","1,377","1,360","1,522","1,399","1,308","1,316"
Europe,Southern Europe,Spain,Total unsentenced,"12,276","13,112","13,720","15,065","16,137","17,849","15,580","13,837","12,148","10,938","9,292","8,595","7,684","7,996","8,362"
Europe,Southern Europe,Spain,Total persons held,"56,061","59,375","61,054","64,021","67,100","73,558","76,079","73,929","70,472","68,597","66,765","65,017","61,614","59,589","58,814"
Europe,Western Europe,Austria,Total unsentenced,,,"2,082","2,116","1,964","1,883","1,994","1,909","1,826","1,791","1,809","1,834",,"1,766","1,938"
Europe,Western Europe,Austria,Total persons held,,,"8,956","9,005","9,012","8,248","8,708","8,813","8,954","8,805","8,862","8,692",,"8,619","8,852"
Europe,Western Europe,France,Total unsentenced,,,,"18,483","16,797","15,933","15,395","15,702","16,279","16,454","16,622","16,549","18,158","19,498","19,815"
Europe,Western Europe,France,Total persons held,,,,"58,402","61,076","62,252","60,978","60,544","64,787","66,572","67,075","66,270","66,678","68,432","68,974"
Europe,Western Europe,Germany,Total unsentenced,"20,149","19,060","18,151","15,837","14,552","13,713","13,601","12,911","12,899","12,903","12,943","12,981","13,713","14,671","15,786"
Europe,Western Europe,Germany,Total persons held,"80,829","80,933","80,201","78,063","75,153","73,793","72,295","70,827","69,543","68,533","66,221","63,228","63,020","64,291","65,841"
Europe,Western Europe,Liechtenstein,Total unsentenced,,,22,7,,8,10,17,12,7,8,40,30,12,13
Europe,Western Europe,Liechtenstein,Total persons held,,,130,98,26,78,149,76,71,60,68,53,53,72,73
Europe,Western Europe,Luxembourg,Total unsentenced,,,,352,329,335,308,318,264,286,267,304,314,343,304
Europe,Western Europe,Luxembourg,Total persons held,,,,735,741,762,702,681,637,666,656,626,691,724,684
Europe,Western Europe,Netherlands,Total unsentenced,"6,400","6,900","6,670","6,198","6,093","5,730","3,942","4,054","4,143","3,840","3,434","2,888","2,736","2,748","2,791"
Europe,Western Europe,Netherlands,Total persons held,"16,184","18,766","17,560","16,091","15,151","14,610","14,364","14,368","13,969","13,473","12,721","11,934","10,850","10,601","10,874"
Europe,Western Europe,Switzerland,Unsentenced Males,,,,,,,,,,,,,"2,575",,
Europe,Western Europe,Switzerland,Unsentenced Females,,,,,,,,,,,,,181,,
Europe,Western Europe,Switzerland,Total unsentenced,"2,214","2,441","1,879","2,341","2,195","2,350","2,521","2,566","2,406","2,753","2,915","2,770","2,756","2,804","2,756"
Europe,Western Europe,Switzerland,Total persons held,"5,223","5,983","6,137","5,567","5,278","5,303","5,605","5,765","5,626","6,102","6,652","6,519","6,498","6,541","6,564"
Oceania,Australia and New Zealand,Australia,Unsentenced Males,,,,,,,,,,,,,"8,989",,
Oceania,Australia and New Zealand,Australia,Unsentenced Females,,,,,,,,,,,,,908,,
Oceania,Australia and New Zealand,Australia,Total unsentenced,"4,817","4,935",,,"6,096","6,340","6,393","6,367","6,723","6,871","7,375","8,213","9,898","12,111","12,911"
Oceania,Australia and New Zealand,Australia,Total persons held,"23,555","24,171",,,"27,224","27,615","29,317","29,700","29,106","29,381","30,773","33,789","36,134","38,845","41,202"
